Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Spain,ESP,1980,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,17.7
Spain,ESP,1975,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,17.7
Spain,ESP,1970,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,32.96
Spain,ESP,1965,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,32.96
Spain,ESP,1960,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,43.54
Spain,ESP,2010,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,0.54
Spain,ESP,2005,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,0.65
Spain,ESP,2000,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,2.68
Spain,ESP,1995,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,4.16
Spain,ESP,1990,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,7.51
Spain,ESP,1985,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,7.83
Spain,ESP,1980,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,16
Spain,ESP,1975,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,16
Spain,ESP,1970,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,29.81
Spain,ESP,1965,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,29.81
Spain,ESP,1960,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,40.04
Spain,ESP,2010,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,3.33
Spain,ESP,2005,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,3.38
Spain,ESP,2000,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,19.68
Spain,ESP,1995,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,26.62
Spain,ESP,1990,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,34.67
Spain,ESP,1985,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,37.11
Spain,ESP,1980,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,38.9
Spain,ESP,1975,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,44.01
Spain,ESP,1970,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,51.25
Spain,ESP,1965,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,53.88
Spain,ESP,1960,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,57.38
Spain,ESP,2010,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,2.49
Spain,ESP,2005,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,2.52
Spain,ESP,2000,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,17.4
Spain,ESP,1995,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,23.73
Spain,ESP,1990,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,31.27
Spain,ESP,1985,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,33.57
Spain,ESP,1980,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,35.1
Spain,ESP,1975,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,39.91
Spain,ESP,1970,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,46.67
Spain,ESP,1965,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,49.52
Spain,ESP,1960,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,53.13
Spain,ESP,2010,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.75
Spain,ESP,2005,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.48
Spain,ESP,2000,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,2.98
Spain,ESP,1995,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,5.87
Spain,ESP,1990,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,7.9
Spain,ESP,1985,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,18.03
Spain,ESP,1980,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,17.7
Spain,ESP,1975,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,32.14
Spain,ESP,1970,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,32.96
Spain,ESP,1965,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,43.54
Spain,ESP,1960,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,43.54
Spain,ESP,2010,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.78
Spain,ESP,2005,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.52
Spain,ESP,2000,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,3.32
Spain,ESP,1995,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,5.8
Spain,ESP,1990,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,7.51
Spain,ESP,1985,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,16.35
Spain,ESP,1980,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,16
Spain,ESP,1975,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,29.21
Spain,ESP,1970,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,29.81
Spain,ESP,1965,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,40.04
Spain,ESP,1960,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,40.04
Spain,ESP,2010,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.97
Spain,ESP,2005,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.68
Spain,ESP,2000,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,4.13
Spain,ESP,1995,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,7.05
Spain,ESP,1990,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,18.31
Spain,ESP,1985,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,18.03
Spain,ESP,1980,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,31.4
Spain,ESP,1975,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,32.14
Spain,ESP,1970,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,43.54
Spain,ESP,1965,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,43.54
Spain,ESP,1960,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,49.79
Spain,ESP,2010,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.93
Spain,ESP,2005,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.74
Spain,ESP,2000,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,4.33
Spain,ESP,1995,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,6.76
Spain,ESP,1990,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,16.65
Spain,ESP,1985,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,16.35
Spain,ESP,1980,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,28.7
Spain,ESP,1975,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,29.21
Spain,ESP,1970,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,40.04
Spain,ESP,1965,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,40.04
Spain,ESP,1960,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,45.3
Spain,ESP,2010,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.97
Spain,ESP,2005,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.68
Spain,ESP,2000,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,6.32
Spain,ESP,1995,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,13.81
Spain,ESP,1990,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,18.31
Spain,ESP,1985,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,33.17
Spain,ESP,1980,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,31.4
Spain,ESP,1975,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,42.01
Spain,ESP,1970,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,43.54
Spain,ESP,1965,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,49.79
Spain,ESP,1960,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,49.79
Spain,ESP,2010,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.93
Spain,ESP,2005,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.74
Spain,ESP,2000,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,6.12
Spain,ESP,1995,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,12.68
Spain,ESP,1990,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,16.65
Spain,ESP,1985,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,30.28
Spain,ESP,1980,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,28.7
Spain,ESP,1975,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,38.96
Spain,ESP,1970,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,40.04
Spain,ESP,1965,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,45.3
Spain,ESP,1960,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,45.3
Spain,ESP,2010,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,1.09
Spain,ESP,2005,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,1.1
Spain,ESP,2000,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,9.97
Spain,ESP,1995,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,17.09
Spain,ESP,1990,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,34.65
Spain,ESP,1985,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,33.17
Spain,ESP,1980,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,40.7
Spain,ESP,1975,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,42.01
Spain,ESP,1970,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,49.79
Spain,ESP,1965,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,49.79
Spain,ESP,1960,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,65.24
Spain,ESP,2010,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,1.01
Spain,ESP,2005,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.95
Spain,ESP,2000,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,9.29
Spain,ESP,1995,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,15.32
Spain,ESP,1990,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,31.64
Spain,ESP,1985,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,30.28
Spain,ESP,1980,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,38
Spain,ESP,1975,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,38.96
Spain,ESP,1970,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,45.3
Spain,ESP,1965,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,45.3
Spain,ESP,1960,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,59.21
Spain,ESP,2010,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,1.09
Spain,ESP,2005,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,1.1
Spain,ESP,2000,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,16.04
Spain,ESP,1995,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,28.49
Spain,ESP,1990,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,34.65
Spain,ESP,1985,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,45.21
Spain,ESP,1980,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,40.7
Spain,ESP,1975,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,47.85
Spain,ESP,1970,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,49.79
Spain,ESP,1965,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,65.24
Spain,ESP,1960,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,65.24
Spain,ESP,2010,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,1.01
Spain,ESP,2005,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.95
Spain,ESP,2000,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,14.19
Spain,ESP,1995,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,25.68
Spain,ESP,1990,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,31.64
Spain,ESP,1985,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,42.46
Spain,ESP,1980,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,38
Spain,ESP,1975,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,43.92
Spain,ESP,1970,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,45.3
Spain,ESP,1965,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,59.21
Spain,ESP,1960,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,59.21
Spain,ESP,2010,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,2.4
Spain,ESP,2005,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,3.01
Spain,ESP,2000,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,23.23
Spain,ESP,1995,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,33.95
Spain,ESP,1990,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,49.06
Spain,ESP,1985,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,45.21
Spain,ESP,1980,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,46.2
Spain,ESP,1975,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,47.85
Spain,ESP,1970,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,65.24
Spain,ESP,1965,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,65.24
Spain,ESP,1960,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,69.47
Spain,ESP,2010,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,1.87
Spain,ESP,2005,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,2.3
Spain,ESP,2000,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,20.6
Spain,ESP,1995,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,30.8
Spain,ESP,1990,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,46.25
Spain,ESP,1985,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,42.46
Spain,ESP,1980,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,42.7
Spain,ESP,1975,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,43.92
Spain,ESP,1970,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,59.21
Spain,ESP,1965,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,59.21
Spain,ESP,1960,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,67.15
Spain,ESP,2010,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,2.4
Spain,ESP,2005,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,3.01
Spain,ESP,2000,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,33.35
Spain,ESP,1995,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,44.69
Spain,ESP,1990,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,49.06
Spain,ESP,1985,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,54.81
